"Issuance Date","Vintage Start","Vintage End","ID","Name","Country","Project Type","Methodology","Total Vintage Quantity","Credits Quantity Issued","Serial Number","Additional Certifications","Retirement/Cancellation Date","Retirement Beneficiary","Retirement Reason","Retirement Details"
"09/06/2021","01/10/2015","31/12/2015","1121","Anhui Guzhen Biomass Generation Project","China","Energy industries (renewable/non-renewable sources)","Electricity generation from biomass residues in power-only plants","34,947","5,000","10512-223951861-223956860-VCS-VCU-1317-VER-CN-1-1121-01102015-31122015-0","","19/10/2021","0xe8d7763b7c6f969cf1b2ee8a88281bb172aa91ff","Other","TOUCAN-1.0-137-0x57e213da67c2f12032ca8a8dc17571e480f94078957098b310bb119edeba3260-294"
"09/06/2021","01/10/2015","31/12/2015","1121","Anhui Guzhen Biomass Generation Project","China","Energy industries (renewable/non-renewable sources)","Electricity generation from biomass residues in power-only plants","34,947","4,311","10512-223930347-223934657-VCS-VCU-1317-VER-CN-1-1121-01102015-31122015-0","","18/10/2021","0x862be47d3461caf475e02b9c5473bdd3d3766df8","Other","TOUCAN-1.0-137-0x8b0717afa509835a33e80d2a7d52c66bbd0ca13432d2cf5f14191fe8fbcd2d07-214"
"09/06/2021","01/10/2015","31/12/2015","1121","Anhui Guzhen Biomass Generation Project","China","Energy industries (renewable/non-renewable sources)","Electricity generation from biomass residues in power-only plants","34,947","2,203","10512-223934658-223936860-VCS-VCU-1317-VER-CN-1-1121-01102015-31122015-0","","22/10/2021","0xE8d7763b7C6F969cF1b2eE8a88281bB172Aa91Ff","Other","TOUCAN-1.0-137-0x4927bc3c34ed4624c5f4305254240c2bacc471573bd0fa9ab92ce90fc918f044-418"
"09/06/2021","01/10/2015","31/12/2015","1121","Anhui Guzhen Biomass Generation Project","China","Energy industries (renewable/non-renewable sources)","Electricity generation from biomass residues in power-only plants","34,947","2,000","10512-223928347-223930346-VCS-VCU-1317-VER-CN-1-1121-01102015-31122015-0","","20/10/2021","0xc8e9eCFa3F9d6851Fa04D10d421405368C96f1e9","Other","TOUCAN-1.0-137-0x0be56e08ecb9300e871e9d90a3a32dbdb52ae51702e471f9a0425ab1cff2a3af-375"
"09/06/2021","01/10/2015","31/12/2015","1121","Anhui Guzhen Biomass Generation Project","China","Energy industries (renewable/non-renewable sources)","Electricity generation from biomass residues in power-only plants","34,947","15,000","10512-223936861-223951860-VCS-VCU-1317-VER-CN-1-1121-01102015-31122015-0","","18/10/2021","0x1d2eFe161Ac6E2E06E80708CD58690B0C0816063","Other","TOUCAN-1.0-137-0xa27f37fec5d8adff55b61128eb7944e281681a6a5082f3054ac4ce1f0be123ad-230"
"09/06/2021","01/01/2014","31/12/2014","10","BAESA Project","Brazil","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","1,487,731","65,000","10517-226956174-227021173-VCS-VCU-1491-VER-BR-1-10-01012014-31122014-0","","19/10/2021","0xE8d7763b7C6F969cF1b2eE8a88281bB172Aa91Ff","Other","TOUCAN-1.0-137-0x9f6346035d7357cb742824e7d611b9cd1f46b5ad8893de85811e7126b2445774-278"
"09/06/2021","01/01/2014","31/12/2014","10","BAESA Project","Brazil","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","1,487,731","41,636","10517-226829538-226871173-VCS-VCU-1491-VER-BR-1-10-01012014-31122014-0","","18/10/2021","0x5b6171A28Bf748a578Ba0581E81235Ed62595622","Other","TOUCAN-1.0-137-0xe4dd6456be44117fbb5a939a10e17a7d94f36e546fc60383a97c1361ba9b2840-174"
"09/06/2021","01/01/2014","31/12/2014","10","BAESA Project","Brazil","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","1,487,731","35,000","10517-226871174-226906173-VCS-VCU-1491-VER-BR-1-10-01012014-31122014-0","","20/10/2021","0xa3fbf3282b227edfced3488ac8b71af4d38fc075","Other","TOUCAN-1.0-137-0xb6b76ace7b5e0bf8d00f1ea5566164dc1ef9538c5ce584b8ef1dfbe66174f274-361"
"09/06/2021","01/01/2014","31/12/2014","10","BAESA Project","Brazil","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","1,487,731","50,000","10517-226906174-226956173-VCS-VCU-1491-VER-BR-1-10-01012014-31122014-0","","19/10/2021","0xE8d7763b7C6F969cF1b2eE8a88281bB172Aa91Ff","Other","TOUCAN-1.0-137-0xf492d0a36d12bc191bf64379a29b08006d6a0d5d74332d82643aeaba7e5204b9-280"
"08/06/2021","01/01/2011","31/12/2011","896","Foz do Chapecó Project","Brazil","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","980,488","4,571","10502-222073796-222078366-VCS-VCU-279-VER-BR-1-896-01012011-31122011-0","","18/10/2021","0xD7b3a7E55A16493a4bB5B8150a4A338460F07db2","Other","TOUCAN-1.0-137-0x66c3d7f7dfe01db54a82c015cc6267e3c59c32b3da7bdb3eb3413f466a1e482b-160"
"08/06/2021","01/01/2011","31/12/2011","896","Foz do Chapecó Project","Brazil","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","980,488","8,926","10502-222234652-222243577-VCS-VCU-279-VER-BR-1-896-01012011-31122011-0","","19/10/2021","0xE8d7763b7C6F969cF1b2eE8a88281bB172Aa91Ff","Other","TOUCAN-1.0-137-0xf5278fdba2db10da244607b12b151afa8ecfbaa306cb8da4b5c0c49e66e036bf-284"
"08/06/2021","01/01/2011","31/12/2011","896","Foz do Chapecó Project","Brazil","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","980,488","100,856","10502-222133796-222234651-VCS-VCU-279-VER-BR-1-896-01012011-31122011-0","","18/10/2021","0x886B4F80A48b9516bBaa9fe092afD7565777eB82","Other","TOUCAN-1.0-137-0x572e3ca634a32913df29e0afc80ca6b2a526e77732a35ef9e491e9a318e31d28-179"
"08/06/2021","01/01/2011","31/12/2011","896","Foz do Chapecó Project","Brazil","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","980,488","100","10502-222078367-222078466-VCS-VCU-279-VER-BR-1-896-01012011-31122011-0","","13/10/2021","0xAf529400FF068AFbdc907c699B9184a4381481B0","Other","TOUCAN-1.0-137-0x7e6adb0b5aaebdbfaa9f29c576c7f68b296672fc3c56a9759ee8aa7616132a19-8"
"08/06/2021","01/01/2011","31/12/2011","896","Foz do Chapecó Project","Brazil","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","980,488","20,429","10502-222113367-222133795-VCS-VCU-279-VER-BR-1-896-01012011-31122011-0","","17/10/2021","0xAf529400FF068AFbdc907c699B9184a4381481B0","Other","TOUCAN-1.0-137-0x3c09cb938a8e2bbaa3aec8ef7ea9fc68a0aabcb2df48960bb407e9722d836d93-139"
"08/06/2021","01/01/2011","31/12/2011","896","Foz do Chapecó Project","Brazil","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","980,488","34,900","10502-222078467-222113366-VCS-VCU-279-VER-BR-1-896-01012011-31122011-0","","14/10/2021","0xAf529400FF068AFbdc907c699B9184a4381481B0","Other","TOUCAN-1.0-137-0x211086463c231741a9b406a41fc73fa74ea1ef2bb3994c2c9e125bc5467a1c27-55"
"03/06/2021","01/07/2009","31/12/2009","499","Positive Climate Care 4.67 MW Bundled Grid connected Wind Power Project Activity in Jaisalmer, Rajasthan, India","India","Energy industries (renewable/non-renewable sources)","Grid connected renewable electricity generation","3,171","1","10486-221038471-221038471-VCS-VCU-337-VER-IN-1-499-01072009-31122009-0","","17/10/2021","0x25ADf50119f91cfDd59D20318fcB70aaA0F1b26F","Other","TOUCAN-1.0-137-0xa3f5e18accd1cab74ef397c3e31993bbb31fbca22401db4518e88e52abce2570-140"
"03/06/2021","01/07/2009","31/12/2009","499","Positive Climate Care 4.67 MW Bundled Grid connected Wind Power Project Activity in Jaisalmer, Rajasthan, India","India","Energy industries (renewable/non-renewable sources)","Grid connected renewable electricity generation","3,171","1","10478-220818842-220818842-VCS-VCU-337-VER-IN-1-499-01072009-31122009-0","","17/10/2021","0x25ADf50119f91cfDd59D20318fcB70aaA0F1b26F","Other","TOUCAN-1.0-137-0xa3f5e18accd1cab74ef397c3e31993bbb31fbca22401db4518e88e52abce2570-140"
"03/06/2021","01/07/2009","31/12/2009","499","Positive Climate Care 4.67 MW Bundled Grid connected Wind Power Project Activity in Jaisalmer, Rajasthan, India","India","Energy industries (renewable/non-renewable sources)","Grid connected renewable electricity generation","3,171","743","10478-220818843-220819585-VCS-VCU-337-VER-IN-1-499-01072009-31122009-0","","22/10/2021","0xE8d7763b7C6F969cF1b2eE8a88281bB172Aa91Ff","Other","TOUCAN-1.0-137-0x7abe7857f83eb1f6c9cf6b0add8485c6d42bd4773a9dae5a883465452219c4a9-439"
"03/06/2021","01/01/2010","31/12/2010","499","Positive Climate Care 4.67 MW Bundled Grid connected Wind Power Project Activity in Jaisalmer, Rajasthan, India","India","Energy industries (renewable/non-renewable sources)","Grid connected renewable electricity generation","4,864","1,304","10479-220819586-220820889-VCS-VCU-337-VER-IN-1-499-01012010-31122010-0","","22/10/2021","0xE8d7763b7C6F969cF1b2eE8a88281bB172Aa91Ff","Other","TOUCAN-1.0-137-0xb476a538b4086122c9f9115f964bdda8825cf312cda031fe4a5907df8cb7fd84-436"
"03/06/2021","01/01/2011","31/12/2011","499","Positive Climate Care 4.67 MW Bundled Grid connected Wind Power Project Activity in Jaisalmer, Rajasthan, India","India","Energy industries (renewable/non-renewable sources)","Grid connected renewable electricity generation","4,977","1,368","10480-220820890-220822257-VCS-VCU-337-VER-IN-1-499-01012011-31122011-0","","22/10/2021","0xE8d7763b7C6F969cF1b2eE8a88281bB172Aa91Ff","Other","TOUCAN-1.0-137-0x454928d9ecd8f2757bf5e436e672d34658bed60b221033039e4a4cfb57ba532e-435"
"03/06/2021","01/01/2012","01/10/2012","499","Positive Climate Care 4.67 MW Bundled Grid connected Wind Power Project Activity in Jaisalmer, Rajasthan, India","India","Energy industries (renewable/non-renewable sources)","Grid connected renewable electricity generation","4,744","1,123","10481-220822258-220823380-VCS-VCU-337-VER-IN-1-499-01012012-01102012-0","","22/10/2021","0xE8d7763b7C6F969cF1b2eE8a88281bB172Aa91Ff","Other","TOUCAN-1.0-137-0xa8649cdb714ed85b611621102457101eba6629c22b01b4421c0d495aae92d957-438"
"01/06/2021","01/01/2013","31/12/2013","12","Chuanwei Group 24 MW Waste Gas based Captive Power Plant","China","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","192,056","12,056","10458-219024437-219036492-VCS-VCU-259-VER-CN-1-12-01012013-31122013-0","","19/10/2021","0x6D4b1d2e2986Cee0c2cB82cd17ad5b3289f6FBE8","Other","TOUCAN-1.0-137-0xfe9aa03b3bdc253eb392929a529dab3d5fe37fcac5d6580eb7556c49b81c2e3b-338"
"01/06/2021","01/01/2013","31/12/2013","12","Chuanwei Group 24 MW Waste Gas based Captive Power Plant","China","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","192,056","100,000","10458-219061793-219161792-VCS-VCU-259-VER-CN-1-12-01012013-31122013-0","","19/10/2021","0x6D4b1d2e2986Cee0c2cB82cd17ad5b3289f6FBE8","Other","TOUCAN-1.0-137-0xfaf13d86f2a47627f48a60caf2817ca6ed0d605f18b820f1702fe155a3ad067c-335"
"01/06/2021","01/01/2013","31/12/2013","12","Chuanwei Group 24 MW Waste Gas based Captive Power Plant","China","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","192,056","15,000","10458-219161793-219176792-VCS-VCU-259-VER-CN-1-12-01012013-31122013-0","","19/10/2021","0x6D4b1d2e2986Cee0c2cB82cd17ad5b3289f6FBE8","Other","TOUCAN-1.0-137-0x3540fa3eaf62d724b4b18434843b23a2f6f185ae4eb96aea4d5f307855b11066-337"
"27/05/2021","01/01/2013","31/12/2013","10","BAESA Project","Brazil","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","1,025,775","99,943","10448-217035889-217135831-VCS-VCU-1491-VER-BR-1-10-01012013-31122013-0","","18/10/2021","0xc450fEbECA0A1A4f802C74b5a15CfC90b799eaF5","Other","TOUCAN-1.0-137-0x7fd5315c59d2b71112391cfa7d48b5c12e319e0da457d866b983e668b0e64062-180"
"18/05/2021","01/01/2016","31/12/2016","487","210 MW Musi Hydro Power Plant, Bengkulu","Indonesia","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","639,358","55,000","10374-208630956-208685955-VCS-VCU-262-VER-ID-1-487-01012016-31122016-0","","19/10/2021","0xE8d7763b7C6F969cF1b2eE8a88281bB172Aa91Ff","Other","TOUCAN-1.0-137-0x8555a5cc9e8926d6e54f978233afc57753ea5b1b23654423cee4641d7b401c9e-279"
"18/05/2021","01/01/2016","31/12/2016","487","210 MW Musi Hydro Power Plant, Bengkulu","Indonesia","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","639,358","49,977","10374-208485979-208535955-VCS-VCU-262-VER-ID-1-487-01012016-31122016-0","","19/10/2021","0xE8d7763b7C6F969cF1b2eE8a88281bB172Aa91Ff","Other","TOUCAN-1.0-137-0x413b4eea250904fa43bee33fac0db6c806b74225d7894bba643ec1200b98d8e4-348"
"17/05/2021","01/01/2020","31/12/2020","1792","Ghani Solar Renewable Power Project by Greenko Group","India","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","1,121,895","500","10366-207877280-207877779-VCS-VCU-997-VER-IN-1-1792-01012020-31122020-0","","25/10/2021","0xb94967a9fe785336e147683D06e3597cE16f5C00","Other","TOUCAN-1.0-137-0x172b664927fc4868800b606cf540a60b86cacedbca722433563ff921adfccc50-460"
"07/05/2021","01/01/2017","30/09/2017","487","210 MW Musi Hydro Power Plant, Bengkulu","Indonesia","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","553,183","35,000","10274-197888210-197923209-VCS-VCU-262-VER-ID-1-487-01012017-30092017-0","","19/10/2021","0xE8d7763b7C6F969cF1b2eE8a88281bB172Aa91Ff","Other","TOUCAN-1.0-137-0x31cd8bcb268c753610fbcb3154b77c80da60e3239cf3dec07781c46908be2256-281"
"07/05/2021","03/06/2010","31/12/2010","810","CEYHAN 61,7 MW Hydropower Project.","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","48,671","47,471","10275-198124410-198171880-VCS-VCU-262-VER-TR-1-810-03062010-31122010-0","","18/10/2021","0xc450fEbECA0A1A4f802C74b5a15CfC90b799eaF5","Other","TOUCAN-1.0-137-0x11cadc0aa3209eac393121de8aba4178b603867271c7bdffe088faf41b776d5f-185"
"03/05/2021","01/01/2019","31/12/2019","1758","Dereli Hydroelectric Power  Plant","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","63,300","2,100","10194-194171788-194173887-VCS-VCU-262-VER-TR-1-1758-01012019-31122019-0","","28/10/2021","0x408801EFca8f47e194F8dDf6969604b335461827","Other","TOUCAN-1.0-137-0x5a2ea2d5cfc59f6823cfddce192a1d0d6bb5112a838f27fd63b556162e3949b5-516"
"30/04/2021","01/01/2014","31/12/2014","513","Salto Pilão Hydropower Plant Project Activity","Brazil","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","508,895","10,746","10180-192824281-192835026-VCS-VCU-279-VER-BR-1-513-01012014-31122014-0","","19/10/2021","0xE8d7763b7C6F969cF1b2eE8a88281bB172Aa91Ff","Other","TOUCAN-1.0-137-0x68fedd14a2d6d15f853af9cd575701145b0c28921c26a4e673cdead15d9309c4-289"
"30/04/2021","01/01/2014","31/12/2014","513","Salto Pilão Hydropower Plant Project Activity","Brazil","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","508,895","10","10180-192835027-192835036-VCS-VCU-279-VER-BR-1-513-01012014-31122014-0","","26/10/2021","0x5298ee22D6B4EC1A8C62944BA63a8A197ee726e2","Other","TOUCAN-1.0-137-0x8090ebe347877bbc2fd0e9afd3ba473e0545cbaf32e3414da4004a67b9c3d4fb-467"
"30/04/2021","01/01/2014","31/12/2014","513","Salto Pilão Hydropower Plant Project Activity","Brazil","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","508,895","200,000","10180-192624281-192824280-VCS-VCU-279-VER-BR-1-513-01012014-31122014-0","","18/10/2021","0x33c83FaB728ADbE2Ef7fcB7258b63edd8335192A","Other","TOUCAN-1.0-137-0x87eb85c349475fd021b64a42d9e36e96509efe5ac3155fc5d1260eff7ca129ce-227"
"30/04/2021","01/08/2013","31/12/2013","513","Salto Pilão Hydropower Plant Project Activity","Brazil","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","206,679","165,479","10181-193091927-193257405-VCS-VCU-279-VER-BR-1-513-01082013-31122013-0","","18/10/2021","0xc450fEbECA0A1A4f802C74b5a15CfC90b799eaF5","Other","TOUCAN-1.0-137-0x015bcb8c84a49e12e28e108b59005e8b9889b80f05374b1867280ec65b614b09-252"
"09/04/2021","25/04/2014","31/12/2014","2095","Duzce Aksu Hydro Electricity Power Plant","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","32,916","16,458","10004-171341463-171357920-VCS-VCU-262-VER-TR-1-2095-25042014-31122014-0","","13/10/2021","0xAf529400FF068AFbdc907c699B9184a4381481B0","Other","TOUCAN-1.0-137-0x0e58b17f1b378d5a9900416ba2183c3bfafbd385d1069ed903e35eb879566959-19"
"05/04/2021","01/11/2011","31/12/2011","762","Grid connected electricity generation from renewable sources: Uzuncayir 82.0 MW Hydroelectric Power Plant Project, Turkey","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","8,563","4,281","9942-165132060-165136340-VCS-VCU-279-VER-TR-1-762-01112011-31122011-0","","15/10/2021","0xE519B28E8F96e229498F15bb2DA4eC0e942f688F","Other","TOUCAN-1.0-137-0xe9ca5161442958f8b929cd79646394827f5598fc8314288f6b3d276aebf8f4f8-118"
"05/04/2021","01/11/2011","31/12/2011","762","Grid connected electricity generation from renewable sources: Uzuncayir 82.0 MW Hydroelectric Power Plant Project, Turkey","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","8,563","4,282","9942-165127778-165132059-VCS-VCU-279-VER-TR-1-762-01112011-31122011-0","","15/10/2021","0xE519B28E8F96e229498F15bb2DA4eC0e942f688F","Other","TOUCAN-1.0-137-0x93cb4e00f3d496a767814783babd3410b3be0f856052507061a8bff22d1a8773-121"
"05/04/2021","01/01/2012","31/12/2012","762","Grid connected electricity generation from renewable sources: Uzuncayir 82.0 MW Hydroelectric Power Plant Project, Turkey","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","116,011","58,006","9944-165325410-165383415-VCS-VCU-279-VER-TR-1-762-01012012-31122012-0","","15/10/2021","0xE519B28E8F96e229498F15bb2DA4eC0e942f688F","Other","TOUCAN-1.0-137-0x8ff7a4f21b1e6868922277d7e3b122183ceb129ad1c1041e7dfc2819bebfa44a-116"
"05/04/2021","01/01/2012","31/12/2012","762","Grid connected electricity generation from renewable sources: Uzuncayir 82.0 MW Hydroelectric Power Plant Project, Turkey","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","116,011","58,005","9944-165267405-165325409-VCS-VCU-279-VER-TR-1-762-01012012-31122012-0","","15/10/2021","0xE519B28E8F96e229498F15bb2DA4eC0e942f688F","Other","TOUCAN-1.0-137-0x1914dc714c7a0e3d02a34773531a6bc7f1bcc189c1efa6c08180c1ebba3b0356-122"
"05/04/2021","01/01/2015","31/12/2015","762","Grid connected electricity generation from renewable sources: Uzuncayir 82.0 MW Hydroelectric Power Plant Project, Turkey","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","112,718","50,000","9946-165505889-165555888-VCS-VCU-279-VER-TR-1-762-01012015-31122015-0","","18/10/2021","0x44aa51df5b295289A3699f950815F00a4B134A79","Other","TOUCAN-1.0-137-0x0a83b9b10abaa2b63155b3bce77e5feca6a6642f9ec55957eeedfb656b01ce8a-196"
"05/04/2021","01/01/2015","31/12/2015","762","Grid connected electricity generation from renewable sources: Uzuncayir 82.0 MW Hydroelectric Power Plant Project, Turkey","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","112,718","6,385","9946-165499504-165505888-VCS-VCU-279-VER-TR-1-762-01012015-31122015-0","","19/10/2021","0xE8d7763b7C6F969cF1b2eE8a88281bB172Aa91Ff","Other","TOUCAN-1.0-137-0x157985276671425d95b1edd3bebec3412b39f188077328aee84a029f82930150-292"
"05/04/2021","01/01/2015","31/12/2015","762","Grid connected electricity generation from renewable sources: Uzuncayir 82.0 MW Hydroelectric Power Plant Project, Turkey","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","112,718","6,333","9946-165555889-165562221-VCS-VCU-279-VER-TR-1-762-01012015-31122015-0","","19/10/2021","0xE8d7763b7C6F969cF1b2eE8a88281bB172Aa91Ff","Other","TOUCAN-1.0-137-0x0c7832099b7500cf60b9b0e6f4c4ef7376fa3dde26e35faf1938ee60198278c5-296"
"05/04/2021","01/01/2015","31/12/2015","762","Grid connected electricity generation from renewable sources: Uzuncayir 82.0 MW Hydroelectric Power Plant Project, Turkey","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","112,718","50,000","9946-165449504-165499503-VCS-VCU-279-VER-TR-1-762-01012015-31122015-0","","18/10/2021","0x44aa51df5b295289A3699f950815F00a4B134A79","Other","TOUCAN-1.0-137-0x9dbcf2759e878e036cafa97b529823274ec19e00782acc5ef936a18af837526e-194"
"26/03/2021","01/01/2015","31/12/2015","1650","Reduced Emissions from Deforestation and Degradation in Keo Seima Wildlife Sanctuary","Cambodia","Agriculture Forestry and Other Land Use","Avoided Unplanned Deforestation","2,168,043","25,000","9864-149514951-149539950-VCS-VCU-263-VER-KH-14-1650-01012015-31122015-1","CCB-Biodiversity Gold; CCB-Gold","14/10/2021","0xAf529400FF068AFbdc907c699B9184a4381481B0","Other","TOUCAN-1.0-137-0x552ccfcac7617fa7c177cbbd7538866cdb2c4a77b325b164b9e23579da71add0-67"
"25/03/2021","01/01/2014","31/12/2014","1506","Cirakdami Hydro Electricity Power Plant","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","20,417","2,367","9850-148221861-148224227-VCS-VCU-262-VER-TR-1-1506-01012014-31122014-0","","15/10/2021","0xE519B28E8F96e229498F15bb2DA4eC0e942f688F","Other","TOUCAN-1.0-137-0x82128ba6f9980f9ab853ca3caf0dbad86c23d65e73f1f263e2e04293ded0bc2e-124"
"25/03/2021","28/06/2012","31/12/2012","1506","Cirakdami Hydro Electricity Power Plant","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","10,792","5,396","9849-148193019-148198414-VCS-VCU-262-VER-TR-1-1506-28062012-31122012-0","","15/10/2021","0xE519B28E8F96e229498F15bb2DA4eC0e942f688F","Other","TOUCAN-1.0-137-0xb12860c2da7fcd08d3198fb61d88932525c09eeaa548c3eeff31ac89ed2766f7-123"
"25/03/2021","01/01/2013","31/12/2013","1506","Cirakdami Hydro Electricity Power Plant","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","47,266","23,633","9848-148145753-148169385-VCS-VCU-262-VER-TR-1-1506-01012013-31122013-0","","14/10/2021","0xAf529400FF068AFbdc907c699B9184a4381481B0","Other","TOUCAN-1.0-137-0xa55408efed44fae030e79d219f065227e06dfaea8411cc3b704891af7d424fec-60"
"23/03/2021","01/01/2012","30/06/2012","837","Natural Gas Based Combined Cycle Power Generation, at Kothapeta, East Godavari, Andhra Pradesh, India","India","Energy industries (renewable/non-renewable sources)","Baseline Methodology for Grid Connected Electricity Generation Plants using Natural Gas","290,138","100,000","9826-142926360-143026359-VCS-VCU-508-VER-IN-1-837-01012012-30062012-0","","15/10/2021","0xee9930a62fbf85fb443ad3d7410da665ebc90b83","Other","TOUCAN-1.0-137-0xadb0e56cfedf35878d738051892beb2288552f45490d95e28782dd87715146bf-86"
"17/03/2021","01/01/2017","31/12/2017","1464","Alkumru Hydroelectric Power Plant","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","388,799","100,000","9796-135658769-135758768-VCS-VCU-1514-VER-TR-1-1464-01012017-31122017-0","","18/10/2021","0xE519B28E8F96e229498F15bb2DA4eC0e942f688F","Other","TOUCAN-1.0-137-0x4cc23e565f55edeb94cbe4d13c67141f3dbe6f7228fdef22af12a86140522d0d-250"
"17/03/2021","01/01/2017","31/12/2017","1464","Alkumru Hydroelectric Power Plant","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","388,799","200","9796-135758769-135758968-VCS-VCU-1514-VER-TR-1-1464-01012017-31122017-0","","18/10/2021","0x0BF92DeE04456E3851D7418ed890d5522d7BD496","Other","TOUCAN-1.0-137-0x71180ad0a139a85743089dfa18b6b5e3a532ff856119b5a93b615610a9d3b74c-155"
"17/03/2021","01/01/2017","31/12/2017","1464","Alkumru Hydroelectric Power Plant","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","388,799","24,000","9796-135758969-135782968-VCS-VCU-1514-VER-TR-1-1464-01012017-31122017-0","","19/10/2021","0x0BF92DeE04456E3851D7418ed890d5522d7BD496","Other","TOUCAN-1.0-137-0x7cc58bcce04d9ae1645393169c99dee78a649b1235475f6f6532a8ef732fa943-333"
"17/03/2021","01/01/2017","31/12/2017","1464","Alkumru Hydroelectric Power Plant","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","388,799","50,000","9796-135782969-135832968-VCS-VCU-1514-VER-TR-1-1464-01012017-31122017-0","","19/10/2021","0x0BF92DeE04456E3851D7418ed890d5522d7BD496","Other","TOUCAN-1.0-137-0x16125d4c7315ce642277cb51e8bf402a5cb0b676c2a4135ba643a70de40d938a-345"
"17/03/2021","01/01/2017","31/12/2017","1464","Alkumru Hydroelectric Power Plant","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","388,799","40,000","9796-135832969-135872968-VCS-VCU-1514-VER-TR-1-1464-01012017-31122017-0","","22/10/2021","0x0BF92DeE04456E3851D7418ed890d5522d7BD496","Other","TOUCAN-1.0-137-0x3bb6dbcb43b05aa79f4332f0b6f53e7822098daa58c75cb4f1abed21d52cccd6-407"
"17/03/2021","01/01/2017","31/12/2017","1464","Alkumru Hydroelectric Power Plant","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","388,799","27,103","9796-135872969-135900071-VCS-VCU-1514-VER-TR-1-1464-01012017-31122017-0","","23/10/2021","0x0BF92DeE04456E3851D7418ed890d5522d7BD496","Other","TOUCAN-1.0-137-0x7ebc58c3019591f8be49fe5c85a5c03924146d674f8443f3209e37af43a95c87-443"
"17/03/2021","01/01/2017","31/12/2017","1464","Alkumru Hydroelectric Power Plant","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","388,799","32,897","9796-135900072-135932968-VCS-VCU-1514-VER-TR-1-1464-01012017-31122017-0","","23/10/2021","0x0BF92DeE04456E3851D7418ed890d5522d7BD496","Other","TOUCAN-1.0-137-0x3aafb877506aa7d1b03ae5710c1432879b508750a51bcd510a49044895680fac-450"
